contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CHX_dose_50ug_mL-1	psi_CHX_dose_50ug_mL-2	psi_CHX_dose_50ug_mL-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CHX_dose_50ug_mL-1	n_CHX_dose_50ug_mL-2	n_CHX_dose_50ug_mL-3
chx_high		chr16:GSPT1:s:11897839|16:11896782-11897839:-	GSPT1	chr16:GSPT1:s:11897839	s	11897839	16:11896782-11897839:-	16	11896782	11897839	-	109.7	0.083		0.226	0.143	0.193		welch	0.055937552249046736	0.30530402349012464	1	0	0.029	0.048	0.158	0.172	0.203	0.281	105	124	133	99	69	128
chx_high		chr16:ATXN2L:s:28836122|16:28836122-28836750:+	ATXN2L	chr16:ATXN2L:s:28836122	s	28836122	16:28836122-28836750:+	16	28836122	28836750	+	119.7	0.168		0.31	0.142	0.107		welch	0.2826435661015719	0.5757608296409431	0	0	0.089	0.226	0.174	0.484	0.25	0.168	90	106	144	153	64	161
chx_high		chr11:HRAS:s:533452|11:533358-533452:-	HRAS	chr11:HRAS:s:533452	s	533452	11:533358-533452:-	11	533358	533452	-	440.8	0.065		0.205	0.141	0.157		welch	0.12682212288496642	0.43675057567019887	1	0	0.074	0.061	0.062	0.119	0.169	0.288	474	641	848	193	201	288
chx_high		chr12:TUBA1B:t:49129722|12:49129722-49130118:-	TUBA1B	chr12:TUBA1B:t:49129722	t	49129722	12:49129722-49130118:-	12	49129722	49130118	-	184.7	0.037		0.177	0.14	0.137		welch	0.3530147669168305	0.6362982218500907	1	0	0.025	0.041	0.039	0.043	0.061	0.304	197	392	282	23	99	115
chx_high		chr9:NTMT1:t:129634053|9:129632801-129634053:+	NTMT1	chr9:NTMT1:t:129634053	t	129634053	9:129632801-129634053:+	9	129632801	129634053	+	102.0	0.12		0.258	0.139	0.136		welch	0.17136807767340312	0.48706062555519536	0	0	0.045	0.165	0.129	0.344	0.345	0.114	111	164	101	64	84	88
chx_high		chr12:SFSWAP:t:131766117|12:131764686-131766117:+	SFSWAP	chr12:SFSWAP:t:131766117	t	131766117	12:131764686-131766117:+	12	131764686	131766117	+	181.8	0.693		0.83	0.138	0.197		welch	0.09995549998402155	0.4094519542037817	1	0	0.721	0.755	0.576	0.779	0.892	0.82	219	229	177	140	148	178
chx_high		chr11:SF1:s:64766899|11:64766155-64766899:-	SF1	chr11:SF1:s:64766899	s	64766899	11:64766155-64766899:-	11	64766155	64766899	-	123.8	0.26		0.398	0.138	0.091		welch	0.26261186778455337	0.5680197436525157	0	0	0.339	0.158	0.296	0.24	0.431	0.5	118	146	152	100	109	118
chx_high		chr8:SHARPIN:t:144100069|8:144100069-144100742:-	SHARPIN	chr8:SHARPIN:t:144100069	t	144100069	8:144100069-144100742:-	8	144100069	144100742	-	185.0	0.058		0.194	0.137	0.143		welch	0.12088041486331534	0.42642979452418506	0	0	0.0	0.154	0.024	0.258	0.099	0.22	161	169	209	163	172	236
chx_high		chr10:ANAPC16:s:72216138|10:72216138-72230365:+	ANAPC16	chr10:ANAPC16:s:72216138	s	72216138	10:72216138-72230365:+	10	72216138	72230365	+	123.7	0.245		0.383	0.137	0.126		welch	0.326428997942257	0.6129727807018588	0	0	0.274	0.283	0.187	0.6	0.231	0.337	175	173	198	55	52	89
chx_high		chr1:MRPL20:t:1402256|1:1402256-1402461:-	MRPL20	chr1:MRPL20:t:1402256	t	1402256	1:1402256-1402461:-	1	1402256	1402461	-	334.2	0.054		0.19	0.136	0.146		welch	0.05371794349814217	0.30455978366520414	1	0	0.069	0.067	0.036	0.243	0.126	0.184	277	388	500	263	175	402
chx_high		chr6:GMNN:t:24777221|6:24775244-24777221:+	GMNN	chr6:GMNN:t:24777221	t	24777221	6:24775244-24777221:+	6	24775244	24777221	+	121.7	0.507		0.643	0.136	0.03		welch	0.15767697034608683	0.4830374393167784	0	0	0.636	0.483	0.444	0.671	0.56	0.747	107	201	142	76	125	79
chx_high		chr5:VDAC1:s:134004646|5:133993015-134004646:-	VDAC1	chr5:VDAC1:s:134004646	s	134004646	5:133993015-134004646:-	5	133993015	134004646	-	125.5	0.064		0.199	0.135	0.142		welch	0.19071877428248324	0.501710649463831	1	0	0.094	0.02	0.096	0.1	0.302	0.151	117	250	230	40	63	53
chx_high		chr12:RNF10:s:120566980|12:120566980-120575630:+	RNF10	chr12:RNF10:s:120566980	s	120566980	12:120566980-120575630:+	12	120566980	120575630	+	130.7	0.06		0.193	0.133	0.109		welch	0.3093616655985414	0.5962614280843175	0	0	0.13	0.065	0.016	0.185	0.037	0.305	138	123	243	81	81	118
chx_high		chr9:AK1:s:127871822|9:127868475-127871822:-	AK1	chr9:AK1:s:127871822	s	127871822	9:127868475-127871822:-	9	127868475	127871822	-	105.7	0.036		0.168	0.132	0.107		welch	0.022363394929615258	0.21731912261174915	1	0	0.0	0.033	0.061	0.171	0.218	0.118	95	123	148	105	78	85
chx_high		chr6:RNF8:s:37371574|6:37371574-37374619:+	RNF8	chr6:RNF8:s:37371574	s	37371574	6:37371574-37374619:+	6	37371574	37374619	+	132.7	0.793		0.925	0.132	0.098		welch	0.21064823132118204	0.5140263429281569	0	0	0.81	0.904	0.665	0.875	0.921	0.953	147	166	161	72	101	149
chx_high		chr12:RNF10:t:120575630|12:120566980-120575630:+	RNF10	chr12:RNF10:t:120575630	t	120575630	12:120566980-120575630:+	12	120566980	120575630	+	166.5	0.043		0.175	0.132	0.104		welch	0.24641566824234304	0.553487500975109	0	0	0.096	0.04	0.013	0.165	0.037	0.267	188	201	302	91	82	135
chx_high		chr5:TCOF1:s:150390023|5:150390023-150391543:+	TCOF1	chr5:TCOF1:s:150390023	s	150390023	5:150390023-150391543:+	5	150390023	150391543	+	102.8	0.329		0.459	0.131	0.156		welch	0.1864623931648161	0.501710649463831	0	0	0.207	0.32	0.426	0.557	0.482	0.341	92	150	129	79	85	82
chx_high		chr12:NCOR2:s:124419956|12:124402558-124419956:-	NCOR2	chr12:NCOR2:s:124419956	s	124419956	12:124402558-124419956:-	12	124402558	124419956	-	101.5	0.184		0.313	0.13	0.11		welch	0.1093261255182185	0.42282422054728214	1	0	0.172	0.217	0.155	0.422	0.236	0.308	93	157	142	45	55	117
chx_high		chr12:MYL6:t:56161386|12:56160320-56161386:+	MYL6	chr12:MYL6:t:56161386	t	56161386	12:56160320-56161386:+	12	56160320	56161386	+	199.7	0.499		0.629	0.13	0.207		welch	0.2160740874515869	0.521434987899698	0	0	0.62	0.498	0.392	0.672	0.528	0.677	166	229	186	198	193	226
chx_high		chr19:LSM14A:s:34209051|19:34209051-34215123:+	LSM14A	chr19:LSM14A:s:34209051	s	34209051	19:34209051-34215123:+	19	34209051	34215123	+	124.7	0.599		0.729	0.13	0.117		welch	0.243111514633109	0.5491958243200459	0	0	0.492	0.728	0.509	0.868	0.811	0.556	130	180	106	76	132	124
chx_high		chr19:FKBP8:s:18539370|19:18538436-18539370:-	FKBP8	chr19:FKBP8:s:18539370	s	18539370	19:18538436-18539370:-	19	18538436	18539370	-	149.2	0.691		0.821	0.13	0.138		welch	0.2521924337226925	0.557880232174441	0	0	0.722	0.801	0.602	0.721	0.832	0.868	151	166	259	68	137	114
chx_high		chr21:SLX9:s:44967181|21:44967181-44973196:+	SLX9	chr21:SLX9:s:44967181	s	44967181	21:44967181-44973196:+	21	44967181	44973196	+	100.7	0.763		0.893	0.13	0.104		welch	0.32572449238899637	0.6129727807018588	0	0	0.849	0.593	0.879	0.928	0.866	0.878	86	145	149	83	67	74
chx_high		chr19:UBA52:t:18573292|19:18571887-18573292:+	UBA52	chr19:UBA52:t:18573292	t	18573292	19:18571887-18573292:+	19	18571887	18573292	+	131.3	0.398		0.527	0.129	0.24		welch	0.058124735836990134	0.3110871368250878	1	0	0.392	0.361	0.431	0.45	0.564	0.576	153	208	262	60	39	66
chx_high		chr7:ATP5MF:t:99460193|7:99460193-99466110:-	ATP5MF	chr7:ATP5MF:t:99460193	t	99460193	7:99460193-99466110:-	7	99460193	99466110	-	244.3	0.681		0.809	0.129	0.116		welch	0.10244985953321979	0.4094519542037817	1	0	0.699	0.666	0.678	0.768	0.744	0.88	296	287	453	125	121	184
chx_high		chr11:MRPL21:t:68892993|11:68892993-68893321:-	MRPL21	chr11:MRPL21:t:68892993	t	68892993	11:68892993-68893321:-	11	68892993	68893321	-	211.2	0.072		0.198	0.126	0.109		welch	0.025200426483219913	0.23360395343175286	1	0	0.045	0.056	0.101	0.141	0.216	0.234	157	288	307	163	194	158
chx_high		chr15:COMMD4:s:75339344|15:75339344-75339964:+	COMMD4	chr15:COMMD4:s:75339344	s	75339344	15:75339344-75339964:+	15	75339344	75339964	+	182.7	0.327		0.452	0.124	0.147		welch	0.3530049415578367	0.6362982218500907	0	0	0.289	0.311	0.359	0.682	0.449	0.264	128	302	312	107	118	129
chx_high		chr14:MTA1:s:105464147|14:105464147-105464462:+	MTA1	chr14:MTA1:s:105464147	s	105464147	14:105464147-105464462:+	14	105464147	105464462	+	148.0	0.107		0.23	0.124	0.147		welch	0.5256636878925975	0.7495482940197047	0	0	0.096	0.089	0.13	0.13	0.03	0.432	115	257	238	54	99	125
chx_high		chr19:DNMT1:t:10141189|19:10141189-10142079:-	DNMT1	chr19:DNMT1:t:10141189	t	10141189	19:10141189-10142079:-	19	10141189	10142079	-	115.7	0.027		0.149	0.122			welch	0.11599490622778098	0.42642979452418506	1	0	0.0	0.036	0.031	0.108	0.233	0.084	68	169	128	65	133	131
chx_high		chr20:EIF6:s:35284175|20:35280118-35284175:-	EIF6	chr20:EIF6:s:35284175	s	35284175	20:35280118-35284175:-	20	35280118	35284175	-	106.2	0.206		0.328	0.122	0.109		welch	0.4724220104581041	0.728524898316949	0	0	0.218	0.226	0.178	0.622	0.2	0.18	101	137	146	82	60	111
chx_high		chr7:HOTAIRM1:t:27099778|7:27099239-27099778:+	HOTAIRM1	chr7:HOTAIRM1:t:27099778	t	27099778	7:27099239-27099778:+	7	27099239	27099778	+	130.3	0.118		0.237	0.119	0.105		welch	0.17847769498084212	0.48706062555519536	0	0	0.197	0.069	0.111	0.294	0.131	0.262	122	174	153	85	84	164
chx_high		chrX:CITED1:t:72302934|X:72302934-72306476:-	CITED1	chrX:CITED1:t:72302934	t	72302934	X:72302934-72306476:-	X	72302934	72306476	-	166.5	0.288		0.407	0.119	0.11		welch	0.27011243055933154	0.5704736090980237	0	0	0.276	0.393	0.178	0.296	0.382	0.495	214	295	259	71	55	105
chx_high		chr19:TCF3:t:1611849|19:1611849-1612206:-	TCF3	chr19:TCF3:t:1611849	t	1611849	19:1611849-1612206:-	19	1611849	1612206	-	181.3	0.501		0.619	0.118	0.036		welch	0.09109906351773928	0.40774712711106514	0	0	0.437	0.443	0.586	0.655	0.645	0.57	215	203	295	116	110	149
chx_high		chr10:STK32C:t:132330485|10:132330485-132331481:-	STK32C	chr10:STK32C:t:132330485	t	132330485	10:132330485-132331481:-	10	132330485	132331481	-	130.0	0.212		0.329	0.118	0.153		welch	0.17397140925652768	0.48706062555519536	1	0	0.215	0.236	0.186	0.484	0.3	0.266	158	182	194	62	60	124
chx_high		chr5:TCOF1:t:150391956|5:150391657-150391956:+	TCOF1	chr5:TCOF1:t:150391956	t	150391956	5:150391657-150391956:+	5	150391657	150391956	+	170.5	0.577		0.694	0.118	0.132		welch	0.18951869757474107	0.501710649463831	0	0	0.5	0.498	0.69	0.667	0.761	0.63	146	203	239	105	184	146
chx_high		chr12:FKBP4:s:2795244|12:2795244-2797728:+	FKBP4	chr12:FKBP4:s:2795244	s	2795244	12:2795244-2797728:+	12	2795244	2797728	+	104.2	0.036		0.152	0.115	0.088		welch	0.06561608810994964	0.3332156126627007	1	0	0.082	0.04	0.0	0.228	0.147	0.101	110	149	155	57	75	79
chx_high		chr17:COASY:t:42564982|17:42564577-42564982:+	COASY	chr17:COASY:t:42564982	t	42564982	17:42564577-42564982:+	17	42564577	42564982	+	134.7	0.018		0.132	0.114			welch	0.25760006972517585	0.5655580478176793	0	0	0.019	0.031	0.0	0.014	0.101	0.235	161	191	153	69	119	115
chx_high		chr1:PARK7:t:7962762|1:7961735-7962762:+	PARK7	chr1:PARK7:t:7962762	t	7962762	1:7961735-7962762:+	1	7961735	7962762	+	151.7	0.47		0.585	0.114	0.123		welch	0.31578445485329876	0.6046495791289392	0	0	0.52	0.407	0.493	0.702	0.429	0.612	148	226	300	57	63	116
chx_high		chr3:NAA50:s:113745941|3:113724095-113745941:-	NAA50	chr3:NAA50:s:113745941	s	113745941	3:113724095-113745941:-	3	113724095	113745941	-	113.0	0.671		0.784	0.113	0.105		welch	0.159989456953909	0.4830374393167784	0	0	0.754	0.627	0.653	0.857	0.9	0.688	142	204	170	42	40	80
chx_high		chr12:MAGOHB:s:10613438|12:10612978-10613438:-	MAGOHB	chr12:MAGOHB:s:10613438	s	10613438	12:10612978-10613438:-	12	10612978	10613438	-	107.3	0.034		0.147	0.113			welch	0.2848107795764519	0.5757608296409431	0	0	0.0	0.062	0.055	0.229	0.0	0.198	167	112	127	70	72	96
chx_high		chr20:FRG1BP:t:30379584|20:30377721-30379584:+	FRG1BP	chr20:FRG1BP:t:30379584	t	30379584	20:30377721-30379584:+	20	30377721	30379584	+	120.8	0.692		0.805	0.113	0.002		welch	0.41346199622773055	0.6744743178687002	0	0	0.629	0.653	0.762	0.618	0.833	0.82	116	118	168	34	150	139
chx_high		chr11:AKIP1:s:8911671|11:8911671-8912452:+	AKIP1	chr11:AKIP1:s:8911671	s	8911671	11:8911671-8912452:+	11	8911671	8912452	+	103.8	0.413		0.525	0.112	0.082		welch	0.36003330017871177	0.6396561662327643	0	0	0.522	0.338	0.418	0.527	0.405	0.573	90	139	158	91	42	103
chx_high		chr1:DNAJC8:s:28232920|1:28229023-28232920:-	DNAJC8	chr1:DNAJC8:s:28232920	s	28232920	1:28229023-28232920:-	1	28229023	28232920	-	115.7	0.841		0.952	0.111	0.089		welch	0.1521034755917701	0.48302720734446825	0	0	0.731	0.935	0.788	0.971	0.88	1.0	108	201	137	68	83	97
chx_high		chr8:SNHG6:s:66925436|8:66922725-66925436:-	SNHG6	chr8:SNHG6:s:66925436	s	66925436	8:66922725-66925436:-	8	66922725	66925436	-	235.2	0.683		0.793	0.111	0.081		welch	0.17797287841509246	0.48706062555519536	0	0	0.764	0.711	0.561	0.856	0.736	0.806	195	439	230	153	208	186
chx_high		chr9:REXO4:s:133417619|9:133414833-133417619:-	REXO4	chr9:REXO4:s:133417619	s	133417619	9:133414833-133417619:-	9	133414833	133417619	-	115.3	0.087		0.198	0.111	0.131		welch	0.1873721162449538	0.501710649463831	0	0	0.138	0.034	0.097	0.323	0.18	0.117	130	146	103	93	100	120
chx_high		chr17:RNASEK:t:7013665|17:7012757-7013665:+	RNASEK	chr17:RNASEK:t:7013665	t	7013665	17:7012757-7013665:+	17	7012757	7013665	+	255.2	0.17		0.281	0.111	0.124		welch	0.21003054859970938	0.5140263429281569	0	0	0.244	0.12	0.159	0.195	0.397	0.257	308	350	492	113	116	152
chx_high		chr4:HNRNPDL:t:82426129|4:82426129-82427189:-	HNRNPDL	chr4:HNRNPDL:t:82426129	t	82426129	4:82426129-82427189:-	4	82426129	82427189	-	164.0	0.286		0.396	0.111	0.087		welch	0.43594316236949204	0.693707920500772	0	0	0.311	0.248	0.308	0.314	0.26	0.579	161	214	185	172	100	152
chx_high		chr15:MRPS11:s:88467782|15:88467782-88467907:+	MRPS11	chr15:MRPS11:s:88467782	s	88467782	15:88467782-88467907:+	15	88467782	88467907	+	120.3	0.65		0.759	0.109	0.132		welch	0.4343754334246147	0.693707920500772	0	0	0.568	0.562	0.822	0.774	0.631	0.82	125	169	146	106	65	111
chx_high		chr16:ATXN2L:s:28836122|16:28836122-28836325:+	ATXN2L	chr16:ATXN2L:s:28836122	s	28836122	16:28836122-28836325:+	16	28836122	28836325	+	119.7	0.032		0.14	0.108	0.113		welch	0.091463824745804	0.40774712711106514	1	0	0.022	0.047	0.028	0.078	0.219	0.168	90	106	144	153	64	161
chx_high		chr5:RPL26L1:t:172959864|5:172959468-172959864:+	RPL26L1	chr5:RPL26L1:t:172959864	t	172959864	5:172959468-172959864:+	5	172959468	172959864	+	113.2	0.463		0.57	0.107	0.133		welch	0.2340481858515859	0.5402535199103801	0	0	0.4	0.368	0.595	0.459	0.625	0.706	130	155	173	98	72	51
chx_high		chr11:PTPMT1:t:47571470|11:47569891-47571470:+	PTPMT1	chr11:PTPMT1:t:47571470	t	47571470	11:47569891-47571470:+	11	47569891	47571470	+	245.2	0.538		0.646	0.107	0.078		welch	0.26834774716636445	0.569873033982389	0	0	0.427	0.571	0.575	0.559	0.819	0.581	218	312	388	170	166	217
chx_high		chr11:MDK:t:46382056|11:46381885-46382056:+	MDK	chr11:MDK:t:46382056	t	46382056	11:46381885-46382056:+	11	46381885	46382056	+	136.0	0.06		0.164	0.104	0.077		welch	0.22613551707392227	0.5322211658600459	0	0	0.028	0.122	0.025	0.091	0.101	0.25	109	222	284	44	69	88
chx_high		chr1:RBM34:t:235155112|1:235155112-235160510:-	RBM34	chr1:RBM34:t:235155112	t	235155112	1:235155112-235160510:-	1	235155112	235160510	-	104.2	0.675		0.778	0.104	0.091		welch	0.6619975386848683	0.8544662087204259	0	0	0.608	0.635	0.93	0.767	0.768	0.796	97	115	43	103	125	142
chx_high		chr2:PPP1R7:s:241166441|2:241166441-241169780:+	PPP1R7	chr2:PPP1R7:s:241166441	s	241166441	2:241166441-241169780:+	2	241166441	241169780	+	141.8	0.214		0.317	0.103	0.103		welch	0.14704608163140456	0.47974810990357697	0	0	0.296	0.217	0.135	0.36	0.279	0.314	169	207	185	86	86	118
chx_high		chr3:ENSG00000289750:s:15059368|3:15052633-15059368:-	ENSG00000289750	chr3:ENSG00000289750:s:15059368	s	15059368	3:15052633-15059368:-	3	15052633	15059368	-	102.5	0.002		0.105	0.103			welch	0.19701853114249634	0.5046439569614822	0	0	0.008	0.0	0.0	0.157	0.206	0.0	126	116	173	51	63	86
chx_high		chr12:SFSWAP:s:131756644|12:131756644-131764455:+	SFSWAP	chr12:SFSWAP:s:131756644	s	131756644	12:131756644-131764455:+	12	131756644	131764455	+	127.7	0.621		0.723	0.103	0.098		welch	0.26685294658048864	0.569873033982389	0	0	0.596	0.673	0.592	0.592	0.758	0.788	151	171	184	76	66	118
chx_high		chr12:OS9:t:57718992|12:57718376-57718992:+	OS9	chr12:OS9:t:57718992	t	57718992	12:57718376-57718992:+	12	57718376	57718992	+	129.8	0.213		0.315	0.102	0.085		welch	0.16331753671454788	0.4830374393167784	0	0	0.088	0.283	0.2	0.333	0.235	0.364	91	198	185	75	98	132
chx_high		chr15:SNAPC5:t:66494552|15:66494552-66495329:-	SNAPC5	chr15:SNAPC5:t:66494552	t	66494552	15:66494552-66495329:-	15	66494552	66495329	-	139.3	0.576		0.678	0.102	0.098		welch	0.36699460618144514	0.6396561662327643	0	0	0.626	0.516	0.598	0.523	0.702	0.79	187	215	164	86	84	100
chx_high		chr12:SLC25A3:s:98594135|12:98594135-98595432:+	SLC25A3	chr12:SLC25A3:s:98594135	s	98594135	12:98594135-98595432:+	12	98594135	98595432	+	153.5	0.022		0.124	0.102			welch	0.4698637457852775	0.728524898316949	0	0	0.01	0.033	0.02	0.0	0.306	0.02	192	246	297	63	72	51
chx_high		chr11:ANAPC15:t:72111286|11:72111286-72111411:-	ANAPC15	chr11:ANAPC15:t:72111286	t	72111286	11:72111286-72111411:-	11	72111286	72111411	-	119.7	0.627		0.728	0.101	0.066		welch	0.23111748923739045	0.5356056099787144	0	0	0.691	0.613	0.578	0.879	0.78	0.613	165	204	154	33	82	80
chx_high		chr11:SF1:s:64767570|11:64767251-64767570:-	SF1	chr11:SF1:s:64767570	s	64767570	11:64767251-64767570:-	11	64767251	64767570	-	124.3	0.853		0.953	0.099	0.112		welch	0.11986296504026443	0.42642979452418506	0	0	0.835	0.884	0.831	1.0	1.0	0.87	133	173	124	95	106	115
chx_high		chr16:ENSG00000280607:s:29808741|16:29808741-29809539:+	ENSG00000280607	chr16:ENSG00000280607:s:29808741	s	29808741	16:29808741-29809539:+	16	29808741	29809539	+	307.5	0.184		0.282	0.098	0.086		welch	0.11298499782957147	0.42569831440303063	0	0	0.089	0.233	0.192	0.315	0.221	0.305	293	494	501	165	172	220
chx_high		chr3:IMPDH2:s:49028430|3:49027916-49028430:-	IMPDH2	chr3:IMPDH2:s:49028430	s	49028430	3:49027916-49028430:-	3	49027916	49028430	-	201.2	0.252		0.35	0.098	0.128		welch	0.22394835961992143	0.5322211658600459	1	0	0.264	0.232	0.259	0.526	0.353	0.269	250	284	370	57	116	130
chx_high		chr7:LAMTOR4:t:100153399|7:100149565-100153399:+	LAMTOR4	chr7:LAMTOR4:t:100153399	t	100153399	7:100149565-100153399:+	7	100149565	100153399	+	144.2	0.018		0.116	0.098	0.067		welch	0.34765502497488115	0.6344704205791581	0	0	0.012	0.037	0.005	0.071	0.0	0.224	164	189	193	126	68	125
chx_high		chr10:PRXL2A:s:80408643|10:80408643-80420465:+	PRXL2A	chr10:PRXL2A:s:80408643	s	80408643	10:80408643-80420465:+	10	80408643	80420465	+	115.5	0.836		0.932	0.096	0.063		welch	0.07789219114132141	0.37286098054534184	1	0	0.902	0.838	0.775	1.0	0.929	0.915	193	179	218	14	42	47
chx_high		chrX:CDK16:t:47223551|X:47219105-47223551:+	CDK16	chrX:CDK16:t:47223551	t	47223551	X:47219105-47223551:+	X	47219105	47223551	+	111.3	0.743		0.839	0.096	0.045		welch	0.8771024021677697	0.9364310838500504	0	0	0.738	0.787	0.714	0.519	0.962	0.828	122	150	203	27	79	87
chx_high		chr16:ZNF598:t:2001191|16:2001191-2001582:-	ZNF598	chr16:ZNF598:t:2001191	t	2001191	16:2001191-2001582:-	16	2001191	2001582	-	110.5	0.779		0.873	0.094	0.025		welch	0.3353545247365034	0.6158712026607487	0	0	0.616	0.903	0.766	0.923	0.78	0.903	86	144	291	39	41	62
chx_high		chr11:RRP8:s:6603403|11:6602264-6603403:-	RRP8	chr11:RRP8:s:6603403	s	6603403	11:6602264-6603403:-	11	6602264	6603403	-	118.5	0.024		0.118	0.093	0.075		welch	0.1027961840371891	0.4094519542037817	0	0	0.0	0.064	0.0	0.205	0.063	0.118	82	125	122	88	142	152
chx_high		chr16:KARS1:t:75641723|16:75641723-75647577:-	KARS1	chr16:KARS1:t:75641723	t	75641723	16:75641723-75647577:-	16	75641723	75647577	-	103.2	0.7		0.794	0.093	0.109		welch	0.12408835698142481	0.43393772740809633	0	0	0.673	0.776	0.608	0.85	0.812	0.746	107	214	143	40	48	67
chx_high		chr16:KIF22:t:29803997|16:29802937-29803997:+	KIF22	chr16:KIF22:t:29803997	t	29803997	16:29802937-29803997:+	16	29802937	29803997	+	141.3	0.05		0.142	0.092	0.1		welch	0.17673528540787448	0.48706062555519536	0	0	0.082	0.024	0.035	0.218	0.051	0.162	184	127	171	101	117	148
chx_high		chr7:WIPI2:t:5230834|7:5229705-5230834:+	WIPI2	chr7:WIPI2:t:5230834	t	5230834	7:5229705-5230834:+	7	5229705	5230834	+	103.8	0.212		0.303	0.091	0.076		welch	0.1556108379180707	0.4830374393167784	1	0	0.253	0.125	0.258	0.276	0.405	0.276	91	144	190	58	42	98
chx_high		chr16:HIRIP3:s:29995102|16:29993808-29995102:-	HIRIP3	chr16:HIRIP3:s:29995102	s	29995102	16:29993808-29995102:-	16	29993808	29995102	-	248.7	0.132		0.222	0.091	0.123		welch	0.19462933390386739	0.5046439569614822	0	0	0.115	0.117	0.165	0.346	0.222	0.151	286	341	285	153	162	265
chx_high		chr1:DFFA:s:10467189|1:10463209-10467189:-	DFFA	chr1:DFFA:s:10467189	s	10467189	1:10463209-10467189:-	1	10463209	10467189	-	106.8	0.059		0.15	0.091	0.099		welch	0.283240884752838	0.5757608296409431	0	0	0.115	0.067	0.0	0.054	0.133	0.25	104	180	124	56	105	72
chx_high		chr2:ATRAID:t:27213176|2:27212467-27213176:+	ATRAID	chr2:ATRAID:t:27213176	t	27213176	2:27212467-27213176:+	2	27212467	27213176	+	123.2	0.558		0.649	0.091	0.03		welch	0.5658251054788191	0.7722238102227423	0	0	0.471	0.595	0.579	0.455	0.737	0.63	119	168	190	44	118	100
chx_high		chr16:PPP4C:t:30076314|16:30076094-30076314:+	PPP4C	chr16:PPP4C:t:30076314	t	30076314	16:30076094-30076314:+	16	30076094	30076314	+	568.8	0.697		0.786	0.09	0.069		welch	0.38025376331681177	0.645547086561099	0	0	0.655	0.689	0.736	0.803	0.641	0.851	606	1011	828	284	234	450
chx_high		chr22:TRMT2A:s:20115671|22:20115554-20115671:-	TRMT2A	chr22:TRMT2A:s:20115671	s	20115671	22:20115554-20115671:-	22	20115554	20115671	-	115.0	0.036		0.125	0.089	0.088		welch	0.16339495913151264	0.4830374393167784	0	0	0.038	0.078	0.0	0.209	0.167	0.045	132	116	145	91	72	134
chx_high		chr3:ENSG00000289750:t:15053467|3:15053467-15065060:-	ENSG00000289750	chr3:ENSG00000289750:t:15053467	t	15053467	3:15053467-15065060:-	3	15053467	15065060	-	110.7	0.078		0.167	0.089	0.054		welch	0.2911916367304675	0.5764607316969258	0	0	0.138	0.079	0.028	0.232	0.057	0.189	145	126	178	56	53	106
chx_high		chr19:DMKN:t:35505986|19:35505986-35509910:-	DMKN	chr19:DMKN:t:35505986	t	35505986	19:35505986-35509910:-	19	35505986	35509910	-	259.2	0.187		0.276	0.089	0.061		welch	0.3647829614504688	0.6396561662327643	0	0	0.251	0.274	0.062	0.303	0.238	0.28	287	380	406	145	126	211
chx_high		chr17:CEP131:s:81193925|17:81192843-81193925:-	CEP131	chr17:CEP131:s:81193925	s	81193925	17:81192843-81193925:-	17	81192843	81193925	-	165.7	0.722		0.809	0.086	0.074		welch	0.3004000549463636	0.5867345554805229	0	0	0.644	0.851	0.66	0.806	0.82	0.805	180	181	147	139	111	236
chx_high		chr1:RPL22:t:6197756|1:6197756-6199561:-	RPL22	chr1:RPL22:t:6197756	t	6197756	1:6197756-6199561:-	1	6197756	6199561	-	221.0	0.775		0.861	0.086	0.061		welch	0.3321520504077405	0.6142607912374345	0	0	0.92	0.686	0.728	0.822	0.908	0.877	311	331	323	152	87	122
chx_high		chr12:MYL6:s:56160320|12:56160320-56161386:+	MYL6	chr12:MYL6:s:56160320	s	56160320	12:56160320-56161386:+	12	56160320	56161386	+	162.2	0.65		0.736	0.086	0.113		welch	0.48884620551272656	0.7315041136267753	0	0	0.811	0.591	0.579	0.796	0.618	0.785	127	193	126	167	165	195
chx_high		chr7:BUD31:t:99410033|7:99409245-99410033:+	BUD31	chr7:BUD31:t:99410033	t	99410033	7:99409245-99410033:+	7	99409245	99410033	+	225.3	0.374		0.459	0.085	0.1		welch	0.2769891186623601	0.5756642181452608	0	0	0.263	0.445	0.351	0.511	0.481	0.344	217	434	302	141	162	96
chx_high		chr1:NTPCR:s:232950744|1:232950744-232956346:+	NTPCR	chr1:NTPCR:s:232950744	s	232950744	1:232950744-232956346:+	1	232950744	232956346	+	102.3	0.076		0.16	0.084	0.002		welch	0.4124308828776406	0.6744743178687002	0	0	0.026	0.111	0.061	0.0	0.286	0.17	77	162	131	86	105	53
chx_high		chr15:SNAPC5:s:66497641|15:66495419-66497641:-	SNAPC5	chr15:SNAPC5:s:66497641	s	66497641	15:66495419-66497641:-	15	66495419	66497641	-	138.8	0.582		0.664	0.082	0.087		welch	0.4740401735623983	0.728524898316949	0	0	0.632	0.546	0.574	0.506	0.675	0.788	190	229	155	83	77	99
