gene_id	symbol	min_over_methods_mean_log2cpm	rank
ENSG00000168461	RAB31	4.0165	5509
ENSG00000131732	ZCCHC9	4.0165	5510
ENSG00000159579	RSPRY1	4.0165	5511
ENSG00000058056	USP13	4.0165	5512
ENSG00000162139	NEU3	4.0165	5513
ENSG00000169992	NLGN2	4.016	5514
ENSG00000271425	NBPF10	4.0156	5515
ENSG00000115652	UXS1	4.015	5516
ENSG00000140950	MEAK7	4.0146	5517
ENSG00000100749	VRK1	4.0129	5518
ENSG00000177663	IL17RA	4.0124	5519
ENSG00000172889	EGFL7	4.0119	5520
ENSG00000198720	ANKRD13B	4.0118	5521
ENSG00000197969	VPS13A	4.011	5522
ENSG00000126767	ELK1	4.0095	5523
ENSG00000171703	TCEA2	4.0093	5524
ENSG00000099326	MZF1	4.0079	5525
ENSG00000213064	SFT2D2	4.0078	5526
ENSG00000110090	CPT1A	4.0062	5527
ENSG00000103199	ZNF500	4.0055	5528
ENSG00000119509	INVS	4.0052	5529
ENSG00000132170	PPARG	4.0051	5530
ENSG00000185127	C6orf120	4.0035	5531
ENSG00000180011	PTGR3	4.0035	5532
ENSG00000197343	ZNF655	4.0035	5533
ENSG00000112237	CCNC	4.0035	5534
ENSG00000100575	TIMM9	4.0035	5535
ENSG00000123154	WDR83	4.0033	5536
ENSG00000153487	ING1	4.0031	5537
ENSG00000036672	USP2	4.0019	5538
ENSG00000175414	ARL10	3.9988	5539
ENSG00000112855	HARS2	3.9982	5540
ENSG00000266338	NBPF15	3.9982	5541
ENSG00000112685	EXOC2	3.9982	5542
ENSG00000158552	ZFAND2B	3.9978	5543
ENSG00000137177	KIF13A	3.996	5544
ENSG00000035862	TIMP2	3.9956	5545
ENSG00000158435	CNOT11	3.9941	5546
ENSG00000107960	STN1	3.9937	5547
ENSG00000135587	SMPD2	3.9936	5548
ENSG00000008394	MGST1	3.9936	5549
ENSG00000292339	ASMTL	3.9934	5550
ENSG00000125611	CHCHD5	3.9933	5551
ENSG00000179598	PLD6	3.9926	5552
ENSG00000132635	PCED1A	3.9886	5553
ENSG00000215712	TMEM242	3.9886	5554
ENSG00000163482	STK36	3.988	5555
ENSG00000165487	MICU2	3.988	5556
ENSG00000003509	NDUFAF7	3.9875	5557
ENSG00000122482	ZNF644	3.9875	5558
ENSG00000133104	SPART	3.9871	5559
ENSG00000170946	DNAJC24	3.9871	5560
ENSG00000082212	ME2	3.9871	5561
ENSG00000154743	TSEN2	3.9871	5562
ENSG00000134108	ARL8B	3.9871	5563
ENSG00000090487	SPG21	3.9871	5564
ENSG00000129534	MIS18BP1	3.9871	5565
ENSG00000102699	PARP4	3.9871	5566
ENSG00000140830	TXNL4B	3.9871	5567
ENSG00000123983	ACSL3	3.9868	5568
ENSG00000182712	CMC4	3.9861	5569
ENSG00000008382	MPND	3.9861	5570
ENSG00000090565	RAB11FIP3	3.9854	5571
ENSG00000169855	ROBO1	3.9852	5572
ENSG00000160796	NBEAL2	3.9835	5573
ENSG00000214941	ZSWIM7	3.9796	5574
ENSG00000276234	TADA2A	3.9789	5575
ENSG00000152332	UHMK1	3.978	5576
ENSG00000138386	NAB1	3.978	5577
ENSG00000198198	SZT2	3.9768	5578
ENSG00000082146	STRADB	3.9767	5579
ENSG00000122644	ARL4A	3.9767	5580
ENSG00000105053	VRK3	3.9767	5581
ENSG00000112379	ARFGEF3	3.9767	5582
ENSG00000159147	DONSON	3.9767	5583
ENSG00000115970	THADA	3.9767	5584
ENSG00000204520	MICA	3.9767	5585
ENSG00000198732	SMOC1	3.9767	5586
ENSG00000141298	SSH2	3.9762	5587
ENSG00000185187	SIGIRR	3.9754	5588
ENSG00000213903	LTB4R	3.9739	5589
ENSG00000184160	ADRA2C	3.9733	5590
ENSG00000115084	SLC35F5	3.9731	5591
ENSG00000187954	ZFTRAF1	3.9729	5592
ENSG00000172795	DCP2	3.9729	5593
ENSG00000197822	OCLN	3.9729	5594
ENSG00000186141	POLR3C	3.9729	5595
ENSG00000142188	TMEM50B	3.9729	5596
ENSG00000104221	BRF2	3.9723	5597
ENSG00000134138	MEIS2	3.9715	5598
ENSG00000173621	LRFN4	3.9702	5599
ENSG00000141458	NPC1	3.9702	5600
ENSG00000089327	FXYD5	3.9692	5601
ENSG00000136807	CDK9	3.9686	5602
ENSG00000198356	GET3	3.9671	5603
ENSG00000167536	DHRS13	3.9641	5604
ENSG00000141577	CEP131	3.9636	5605
ENSG00000167323	STIM1	3.9634	5606
ENSG00000107829	FBXW4	3.9634	5607
ENSG00000127080	IPPK	3.9634	5608
ENSG00000105048	TNNT1	3.9627	5609
ENSG00000204381	LAYN	3.9626	5610
ENSG00000271601	LIX1L	3.9625	5611
ENSG00000154229	PRKCA	3.9621	5612
ENSG00000162769	FLVCR1	3.9621	5613
ENSG00000151694	ADAM17	3.9616	5614
ENSG00000049167	ERCC8	3.9607	5615
ENSG00000152193	OBI1	3.9607	5616
ENSG00000151466	SCLT1	3.9607	5617
ENSG00000065809	FAM107B	3.9607	5618
ENSG00000005436	GCFC2	3.9607	5619
ENSG00000163785	RYK	3.9607	5620
ENSG00000156504	PABIR2	3.9607	5621
ENSG00000124217	MOCS3	3.9607	5622
ENSG00000055917	PUM2	3.9598	5623
ENSG00000119599	DCAF4	3.9581	5624
ENSG00000005206	SPPL2B	3.9581	5625
ENSG00000182095	TNRC18	3.9559	5626
ENSG00000167565	SERTAD3	3.9556	5627
ENSG00000152457	DCLRE1C	3.955	5628
ENSG00000078747	ITCH	3.9549	5629
ENSG00000135148	TRAFD1	3.9546	5630
ENSG00000080823	MOK	3.9545	5631
ENSG00000128915	ICE2	3.9537	5632
ENSG00000151498	ACAD8	3.9537	5633
ENSG00000024862	CCDC28A	3.9534	5634
ENSG00000112769	LAMA4	3.9502	5635
ENSG00000143079	CTTNBP2NL	3.9501	5636
ENSG00000184743	ATL3	3.9492	5637
ENSG00000166685	COG1	3.9489	5638
ENSG00000140471	LINS1	3.948	5639
ENSG00000087502	ERGIC2	3.9474	5640
ENSG00000101210	EEF1A2	3.9469	5641
ENSG00000186868	MAPT	3.9439	5642
ENSG00000011405	PIK3C2A	3.9427	5643
ENSG00000163623	NKX6-1	3.9423	5644
ENSG00000159086	PAXBP1	3.942	5645
ENSG00000143889	HNRNPLL	3.9419	5646
ENSG00000170421	KRT8	3.9415	5647
ENSG00000184465	WDR27	3.9394	5648
ENSG00000004961	HCCS	3.9389	5649
ENSG00000197530	MIB2	3.9382	5650
ENSG00000114520	SNX4	3.9378	5651
ENSG00000107537	PHYH	3.9377	5652
ENSG00000063176	SPHK2	3.935	5653
ENSG00000129484	PARP2	3.9338	5654
ENSG00000110851	PRDM4	3.9338	5655
ENSG00000047634	SCML1	3.9338	5656
ENSG00000005302	MSL3	3.9338	5657
ENSG00000113384	GOLPH3	3.9338	5658
ENSG00000123091	RNF11	3.9338	5659
ENSG00000111962	UST	3.9338	5660
ENSG00000114021	NIT2	3.9338	5661
ENSG00000105879	CBLL1	3.9338	5662
ENSG00000067177	PHKA1	3.9338	5663
ENSG00000114742	WDR48	3.9338	5664
ENSG00000119471	HSDL2	3.9338	5665
ENSG00000276644	DACH1	3.9338	5666
ENSG00000156802	ATAD2	3.9338	5667
ENSG00000128609	NDUFA5	3.9338	5668
ENSG00000143653	SCCPDH	3.9338	5669
ENSG00000157800	SLC37A3	3.9338	5670
ENSG00000136631	VPS45	3.9338	5671
ENSG00000162378	ZYG11B	3.9329	5672
ENSG00000158161	EYA3	3.9329	5673
ENSG00000117461	PIK3R3	3.9329	5674
ENSG00000120686	UFM1	3.9329	5675
ENSG00000165152	PGAP4	3.9329	5676
ENSG00000112365	ZBTB24	3.9329	5677
ENSG00000092421	SEMA6A	3.9316	5678
ENSG00000171105	INSR	3.9307	5679
ENSG00000213533	STIMATE	3.9281	5680
ENSG00000108557	RAI1	3.9261	5681
ENSG00000165795	NDRG2	3.9249	5682
ENSG00000160284	SPATC1L	3.923	5683
ENSG00000117155	SSX2IP	3.9222	5684
ENSG00000160563	MED27	3.9222	5685
ENSG00000140463	BBS4	3.9222	5686
ENSG00000156531	PHF6	3.9222	5687
ENSG00000198589	LRBA	3.9222	5688
ENSG00000066629	EML1	3.9222	5689
ENSG00000148943	LIN7C	3.9222	5690
ENSG00000121653	MAPK8IP1	3.921	5691
ENSG00000119661	DNAL1	3.9183	5692
ENSG00000160051	IQCC	3.9179	5693
ENSG00000174705	SH3PXD2B	3.9177	5694
ENSG00000116005	PCYOX1	3.9169	5695
ENSG00000204498	NFKBIL1	3.9169	5696
ENSG00000168000	BSCL2	3.9168	5697
ENSG00000112992	NNT	3.9165	5698
ENSG00000132963	POMP	3.9165	5699
ENSG00000136715	SAP130	3.9165	5700
ENSG00000143479	DYRK3	3.9165	5701
ENSG00000139436	GIT2	3.9165	5702
ENSG00000163558	PRKCI	3.9165	5703
ENSG00000012983	MAP4K5	3.9165	5704
ENSG00000188010	MORN2	3.9165	5705
ENSG00000147202	DIAPH2	3.9165	5706
ENSG00000184226	PCDH9	3.9165	5707
ENSG00000056050	HPF1	3.9165	5708
ENSG00000147853	AK3	3.9165	5709
ENSG00000196937	FAM3C	3.9165	5710
ENSG00000135776	ABCB10	3.9164	5711
ENSG00000109501	WFS1	3.916	5712
ENSG00000173992	CCS	3.916	5713
ENSG00000092208	GEMIN2	3.9158	5714
ENSG00000137171	KLC4	3.9152	5715
ENSG00000026559	KCNG1	3.915	5716
ENSG00000100982	PCIF1	3.915	5717
ENSG00000178764	ZHX2	3.915	5718
ENSG00000130675	MNX1	3.9143	5719
ENSG00000160226	CFAP410	3.9125	5720
ENSG00000148356	LRSAM1	3.9117	5721
ENSG00000115548	KDM3A	3.9105	5722
ENSG00000162825	NBPF20	3.9101	5723
ENSG00000107104	KANK1	3.9097	5724
ENSG00000136153	LMO7	3.9085	5725
ENSG00000186635	ARAP1	3.9075	5726
ENSG00000163703	CRELD1	3.9069	5727
ENSG00000128641	MYO1B	3.9047	5728
ENSG00000126773	PCNX4	3.9047	5729
ENSG00000126070	AGO3	3.9047	5730
ENSG00000148516	ZEB1	3.904	5731
ENSG00000167302	TEPSIN	3.9039	5732
ENSG00000108784	NAGLU	3.9032	5733
ENSG00000111911	HINT3	3.9021	5734
ENSG00000149577	SIDT2	3.9019	5735
ENSG00000172819	RARG	3.9016	5736
ENSG00000069966	GNB5	3.9015	5737
ENSG00000114853	ZBTB47	3.9006	5738
ENSG00000176623	RMDN1	3.8993	5739
ENSG00000162104	ADCY9	3.8992	5740
ENSG00000135617	PRADC1	3.8987	5741
ENSG00000134248	LAMTOR5	3.8982	5742
ENSG00000182810	DDX28	3.8982	5743
ENSG00000135452	TSPAN31	3.8982	5744
ENSG00000156639	ZFAND3	3.8975	5745
ENSG00000165752	STK32C	3.8965	5746
ENSG00000171206	TRIM8	3.8965	5747
ENSG00000119650	IFT43	3.8961	5748
ENSG00000134755	DSC2	3.8959	5749
ENSG00000213930	GALT	3.8956	5750
ENSG00000054965	FAM168A	3.8951	5751
ENSG00000198517	MAFK	3.8941	5752
ENSG00000177868	SVBP	3.8936	5753
ENSG00000131069	ACSS2	3.8935	5754
ENSG00000105619	TFPT	3.8931	5755
ENSG00000065600	PACC1	3.8916	5756
ENSG00000143458	GABPB2	3.8913	5757
ENSG00000092964	DPYSL2	3.8912	5758
ENSG00000165886	UBTD1	3.8909	5759
ENSG00000165233	CARD19	3.8908	5760
ENSG00000130508	PXDN	3.8903	5761
ENSG00000160392	C19orf47	3.8902	5762
ENSG00000178202	POGLUT3	3.8901	5763
ENSG00000163026	WDCP	3.8901	5764
ENSG00000103061	SLC7A6OS	3.8901	5765
ENSG00000119906	SLF2	3.8901	5766
ENSG00000143162	CREG1	3.8901	5767
ENSG00000163660	CCNL1	3.8901	5768
ENSG00000155096	AZIN1	3.8901	5769
ENSG00000029364	SLC39A9	3.8901	5770
ENSG00000101752	MIB1	3.8901	5771
ENSG00000144677	CTDSPL	3.8901	5772
ENSG00000186951	PPARA	3.8901	5773
ENSG00000111725	PRKAB1	3.8901	5774
ENSG00000050426	LETMD1	3.8901	5775
ENSG00000182117	NOP10	3.8901	5776
ENSG00000110768	GTF2H1	3.8901	5777
ENSG00000197860	SGTB	3.8899	5778
ENSG00000136319	TTC5	3.8888	5779
ENSG00000139154	AEBP2	3.8886	5780
ENSG00000159556	ISL2	3.8858	5781
ENSG00000148803	FUOM	3.8835	5782
ENSG00000140848	CPNE2	3.8835	5783
ENSG00000147804	SLC39A4	3.8829	5784
ENSG00000116574	RHOU	3.8826	5785
ENSG00000188786	MTF1	3.8811	5786
ENSG00000074181	NOTCH3	3.8811	5787
ENSG00000001084	GCLC	3.8801	5788
ENSG00000183856	IQGAP3	3.8792	5789
ENSG00000113504	SLC12A7	3.8791	5790
ENSG00000120159	CAAP1	3.8787	5791
ENSG00000081059	TCF7	3.8785	5792
ENSG00000166352	IFTAP	3.8775	5793
ENSG00000183060	LYSMD4	3.8764	5794
ENSG00000142669	SH3BGRL3	3.876	5795
ENSG00000124374	PAIP2B	3.8746	5796
ENSG00000153201	RANBP2	3.8731	5797
ENSG00000135525	MAP7	3.8726	5798
ENSG00000159399	HK2	3.8722	5799
ENSG00000101310	SEC23B	3.8714	5800
ENSG00000171960	PPIH	3.8714	5801
ENSG00000068878	PSME4	3.8714	5802
ENSG00000185379	RAD51D	3.8714	5803
ENSG00000147416	ATP6V1B2	3.8714	5804
ENSG00000126814	TRMT5	3.8714	5805
ENSG00000108406	DHX40	3.8714	5806
ENSG00000141232	TOB1	3.8714	5807
ENSG00000157741	UBN2	3.8714	5808
ENSG00000119537	KDSR	3.8714	5809
ENSG00000096433	ITPR3	3.8712	5810
ENSG00000165506	DNAAF2	3.8696	5811
ENSG00000136295	TTYH3	3.8695	5812
ENSG00000128805	ARHGAP22	3.8687	5813
ENSG00000124787	RPP40	3.8673	5814
ENSG00000189077	TMEM120A	3.8672	5815
ENSG00000144535	DIS3L2	3.8667	5816
ENSG00000115756	HPCAL1	3.8666	5817
ENSG00000144199	FAHD2B	3.8665	5818
ENSG00000054967	RELT	3.8665	5819
ENSG00000133302	SLF1	3.8663	5820
ENSG00000186111	PIP5K1C	3.8662	5821
ENSG00000198682	PAPSS2	3.8662	5822
ENSG00000188322	SBK1	3.8653	5823
ENSG00000147133	TAF1	3.8651	5824
ENSG00000133243	BTBD2	3.864	5825
ENSG00000125846	ZNF133	3.8625	5826
ENSG00000150977	RILPL2	3.8622	5827
ENSG00000117620	SLC35A3	3.8611	5828
ENSG00000218336	TENM3	3.8609	5829
ENSG00000177150	FAM210A	3.8607	5830
ENSG00000115520	COQ10B	3.8607	5831
ENSG00000204852	TCTN1	3.8607	5832
ENSG00000049860	HEXB	3.8607	5833
ENSG00000166946	CCNDBP1	3.8607	5834
ENSG00000177981	ASB8	3.8607	5835
ENSG00000157538	VPS26C	3.8607	5836
ENSG00000143315	PIGM	3.8599	5837
ENSG00000164011	ZNF691	3.8586	5838
ENSG00000226479	TMEM185B	3.8577	5839
ENSG00000138650	PCDH10	3.8571	5840
ENSG00000167280	ENGASE	3.8565	5841
ENSG00000196814	MVB12B	3.8565	5842
ENSG00000090776	EFNB1	3.8562	5843
ENSG00000154917	RAB6B	3.8562	5844
ENSG00000182022	CHST15	3.856	5845
ENSG00000196663	TECPR2	3.8542	5846
ENSG00000063761	ADCK1	3.854	5847
ENSG00000004864	SLC25A13	3.8537	5848
ENSG00000154845	PPP4R1	3.8537	5849
ENSG00000076706	MCAM	3.8531	5850
ENSG00000172985	SH3RF3	3.8524	5851
ENSG00000130803	ZNF317	3.8521	5852
ENSG00000132359	RAP1GAP2	3.8517	5853
ENSG00000171914	TLN2	3.8517	5854
ENSG00000083857	FAT1	3.8516	5855
ENSG00000184916	JAG2	3.851	5856
ENSG00000158863	FHIP2B	3.8505	5857
ENSG00000165355	FBXO33	3.8503	5858
ENSG00000117859	OSBPL9	3.8502	5859
ENSG00000101654	RNMT	3.8502	5860
ENSG00000116752	BCAS2	3.8502	5861
ENSG00000172262	ZNF131	3.8502	5862
ENSG00000184203	PPP1R2	3.8502	5863
ENSG00000170310	STX8	3.8502	5864
ENSG00000148426	PROSER2	3.8495	5865
ENSG00000109220	CHIC2	3.8491	5866
ENSG00000137273	FOXF2	3.8476	5867
ENSG00000171552	BCL2L1	3.8464	5868
ENSG00000130684	ZNF337	3.8461	5869
ENSG00000167972	ABCA3	3.844	5870
ENSG00000068028	RASSF1	3.8435	5871
ENSG00000141503	MINK1	3.8435	5872
ENSG00000118600	RXYLT1	3.8427	5873
ENSG00000090020	SLC9A1	3.8422	5874
ENSG00000063660	GPC1	3.8416	5875
ENSG00000061938	TNK2	3.8415	5876
ENSG00000087088	BAX	3.8411	5877
ENSG00000148158	SNX30	3.84	5878
ENSG00000115687	PASK	3.84	5879
ENSG00000008256	CYTH3	3.8394	5880
ENSG00000163507	CIP2A	3.8382	5881
ENSG00000112941	TENT4A	3.8371	5882
ENSG00000156958	GALK2	3.8358	5883
ENSG00000154710	RABGEF1	3.8338	5884
ENSG00000093144	ECHDC1	3.8338	5885
ENSG00000171681	ATF7IP	3.8338	5886
ENSG00000163171	CDC42EP3	3.8338	5887
ENSG00000134265	NAPG	3.8338	5888
ENSG00000114744	COMMD2	3.8338	5889
ENSG00000163214	DHX57	3.8338	5890
ENSG00000107669	ATE1	3.8338	5891
ENSG00000111696	NT5DC3	3.8338	5892
ENSG00000173273	TNKS	3.8338	5893
ENSG00000122674	CCZ1	3.8338	5894
ENSG00000292366	VAMP7	3.8338	5895
ENSG00000106459	NRF1	3.8337	5896
ENSG00000105072	C19orf44	3.8327	5897
ENSG00000164366	CCDC127	3.8325	5898
ENSG00000148343	MIGA2	3.8296	5899
ENSG00000113621	TXNDC15	3.8281	5900
ENSG00000101935	AMMECR1	3.828	5901
ENSG00000212747	RTL8B	3.8274	5902
ENSG00000230453	ANKRD18B	3.8271	5903
ENSG00000120832	MTERF2	3.8271	5904
ENSG00000092098	RNF31	3.826	5905
ENSG00000243646	IL10RB	3.8245	5906
ENSG00000158270	COLEC12	3.8236	5907
ENSG00000151806	GUF1	3.8231	5908
ENSG00000198690	FAN1	3.8197	5909
ENSG00000116128	BCL9	3.8191	5910
ENSG00000125967	NECAB3	3.8184	5911
ENSG00000102543	CDADC1	3.8181	5912
ENSG00000017260	ATP2C1	3.817	5913
ENSG00000073670	ADAM11	3.8166	5914
ENSG00000213995	NAXD	3.8165	5915
ENSG00000149761	NUDT22	3.8154	5916
ENSG00000134574	DDB2	3.814	5917
ENSG00000132819	RBM38	3.8135	5918
ENSG00000171169	NAIF1	3.8125	5919
ENSG00000081721	DUSP12	3.8116	5920
ENSG00000106976	DNM1	3.811	5921
ENSG00000196550	FAM72A	3.8098	5922
ENSG00000154217	PITPNC1	3.809	5923
ENSG00000105173	CCNE1	3.8089	5924
ENSG00000128708	HAT1	3.8086	5925
ENSG00000157654	PALM2AKAP2	3.8082	5926
ENSG00000164983	TMEM65	3.8081	5927
ENSG00000156925	ZIC3	3.8073	5928
ENSG00000144034	TPRKB	3.8073	5929
ENSG00000227345	PARG	3.8073	5930
ENSG00000125843	AP5S1	3.8073	5931
ENSG00000139684	ESD	3.8073	5932
ENSG00000148985	PGAP2	3.8073	5933
ENSG00000106080	FKBP14	3.8073	5934
ENSG00000151640	DPYSL4	3.8073	5935
ENSG00000124688	MAD2L1BP	3.8073	5936
ENSG00000106006	HOXA6	3.8073	5937
ENSG00000151726	ACSL1	3.8073	5938
ENSG00000171202	TMEM126A	3.8073	5939
ENSG00000151532	VTI1A	3.8073	5940
ENSG00000081019	RSBN1	3.8073	5941
ENSG00000166454	ATMIN	3.8073	5942
ENSG00000198612	COPS8	3.8073	5943
ENSG00000077157	PPP1R12B	3.8073	5944
ENSG00000134278	SPIRE1	3.8073	5945
ENSG00000089916	GPATCH2L	3.8073	5946
ENSG00000134490	TMEM241	3.8073	5947
ENSG00000185420	SMYD3	3.8073	5948
ENSG00000213390	ARHGAP19	3.8073	5949
ENSG00000196459	TRAPPC2	3.8073	5950
ENSG00000166189	HPS6	3.8072	5951
ENSG00000198680	TUSC1	3.8055	5952
ENSG00000088038	CNOT3	3.805	5953
ENSG00000151276	MAGI1	3.8048	5954
ENSG00000108219	TSPAN14	3.8047	5955
ENSG00000134318	ROCK2	3.8047	5956
ENSG00000083844	ZNF264	3.8037	5957
ENSG00000105793	GTPBP10	3.8031	5958
ENSG00000198879	SFMBT2	3.8027	5959
ENSG00000086200	IPO11	3.8008	5960
ENSG00000085377	PREP	3.8008	5961
ENSG00000105137	SYDE1	3.799	5962
ENSG00000159788	RGS12	3.7989	5963
ENSG00000143224	PPOX	3.7989	5964
ENSG00000137414	FAM8A1	3.7987	5965
ENSG00000178585	CTNNBIP1	3.7987	5966
ENSG00000116604	MEF2D	3.7985	5967
ENSG00000205084	TMEM231	3.797	5968
ENSG00000196705	ZNF431	3.7966	5969
ENSG00000187605	TET3	3.7964	5970
ENSG00000162227	TAF6L	3.796	5971
ENSG00000125457	MIF4GD	3.7958	5972
ENSG00000061676	NCKAP1	3.7958	5973
ENSG00000011295	TTC19	3.7958	5974
ENSG00000180182	MED14	3.7958	5975
ENSG00000163320	CGGBP1	3.7958	5976
ENSG00000119314	PTBP3	3.7958	5977
ENSG00000163539	CLASP2	3.7947	5978
ENSG00000162885	B3GALNT2	3.7947	5979
ENSG00000196123	MATCAP1	3.7938	5980
ENSG00000115468	EFHD1	3.7921	5981
ENSG00000198836	OPA1	3.792	5982
ENSG00000154553	PDLIM3	3.7914	5983
ENSG00000173163	COMMD1	3.7903	5984
ENSG00000168297	PXK	3.7901	5985
ENSG00000135469	COQ10A	3.7901	5986
ENSG00000135093	USP30	3.7901	5987
ENSG00000164934	DCAF13	3.7901	5988
ENSG00000197056	ZMYM1	3.7901	5989
ENSG00000105810	CDK6	3.7901	5990
ENSG00000115760	BIRC6	3.7901	5991
ENSG00000071794	HLTF	3.7901	5992
ENSG00000145414	NAF1	3.7901	5993
ENSG00000008324	SS18L2	3.7901	5994
ENSG00000011198	ABHD5	3.7901	5995
ENSG00000155189	AGPAT5	3.7901	5996
ENSG00000135974	C2orf49	3.7901	5997
ENSG00000148572	NRBF2	3.7901	5998
ENSG00000168116	KIAA1586	3.7901	5999
ENSG00000149262	INTS4	3.7901	6000
ENSG00000080802	CNOT4	3.7901	6001
ENSG00000173890	GPR160	3.7901	6002
ENSG00000116717	GADD45A	3.7901	6003
ENSG00000106723	SPIN1	3.7901	6004
ENSG00000073921	PICALM	3.7901	6005
ENSG00000136273	HUS1	3.7901	6006
ENSG00000107560	RAB11FIP2	3.7901	6007
ENSG00000107566	ERLIN1	3.7901	6008
ENSG00000089902	RCOR1	3.7901	6009
ENSG00000115020	PIKFYVE	3.7901	6010
ENSG00000170921	TANC2	3.7901	6011
ENSG00000154889	MPPE1	3.7901	6012
ENSG00000143337	TOR1AIP1	3.7901	6013
ENSG00000155090	KLF10	3.7901	6014
ENSG00000010278	CD9	3.7901	6015
ENSG00000099282	TSPAN15	3.7896	6016
ENSG00000187243	MAGED4B	3.7895	6017
ENSG00000166747	AP1G1	3.7886	6018
ENSG00000146425	DYNLT1	3.7886	6019
ENSG00000176371	ZSCAN2	3.7886	6020
ENSG00000163006	CCDC138	3.7886	6021
ENSG00000099864	PALM	3.7883	6022
ENSG00000138375	SMARCAL1	3.7881	6023
ENSG00000188883	KLRG2	3.788	6024
ENSG00000102096	PIM2	3.7877	6025
ENSG00000089057	SLC23A2	3.7873	6026
ENSG00000029153	BMAL2	3.7865	6027
ENSG00000155256	ZFYVE27	3.7865	6028
ENSG00000078900	TP73	3.7858	6029
ENSG00000138834	MAPK8IP3	3.7842	6030
ENSG00000115289	PCGF1	3.7821	6031
ENSG00000197381	ADARB1	3.7819	6032
ENSG00000181830	SLC35C1	3.7819	6033
ENSG00000269335	IKBKG	3.7811	6034
ENSG00000147180	ZNF711	3.7811	6035
ENSG00000151348	EXT2	3.7806	6036
ENSG00000166529	ZSCAN21	3.7806	6037
ENSG00000067141	NEO1	3.7801	6038
ENSG00000105357	MYH14	3.7785	6039
ENSG00000146083	RNF44	3.7776	6040
ENSG00000275740		3.7769	6041
ENSG00000115255	REEP6	3.7767	6042
ENSG00000112320	SOBP	3.7763	6043
ENSG00000116141	MARK1	3.7756	6044
ENSG00000178971	CTC1	3.7756	6045
ENSG00000166348	USP54	3.7749	6046
ENSG00000181218	H2AC25	3.7729	6047
ENSG00000150712	MTMR12	3.7717	6048
ENSG00000172046	USP19	3.7713	6049
ENSG00000111271	ACAD10	3.7701	6050
ENSG00000134575	ACP2	3.7696	6051
ENSG00000166888	STAT6	3.7691	6052
ENSG00000137478	FCHSD2	3.7686	6053
ENSG00000167625	ZNF526	3.7667	6054
ENSG00000057252	SOAT1	3.7651	6055
ENSG00000197217	ENTPD4	3.7648	6056
ENSG00000134871	COL4A2	3.763	6057
ENSG00000137764	MAP2K5	3.7616	6058
ENSG00000145388	METTL14	3.7615	6059
ENSG00000070367	EXOC5	3.7609	6060
ENSG00000007255	TRAPPC6A	3.7606	6061
ENSG00000005175	RPAP3	3.7585	6062
ENSG00000167548	KMT2D	3.7576	6063
ENSG00000109436	TBC1D9	3.7576	6064
ENSG00000157870	PRXL2B	3.7551	6065
ENSG00000139197	PEX5	3.7547	6066
ENSG00000180071	ANKRD18A	3.7546	6067
ENSG00000101695	RNF125	3.7536	6068
ENSG00000088876	ZNF343	3.7532	6069
ENSG00000204220	PFDN6	3.7522	6070
ENSG00000277161	PIGW	3.7506	6071
ENSG00000198885	ITPRIPL1	3.7502	6072
ENSG00000116514	RNF19B	3.7502	6073
ENSG00000144712	CAND2	3.7502	6074
ENSG00000091317	CMTM6	3.7502	6075
ENSG00000170653	ATF7	3.7502	6076
ENSG00000056586	RC3H2	3.7502	6077
ENSG00000176871	WSB2	3.7468	6078
ENSG00000183808	RBM12B	3.7452	6079
ENSG00000174227	PIGG	3.7446	6080
ENSG00000131653	TRAF7	3.7444	6081
ENSG00000136944	LMX1B	3.7444	6082
ENSG00000177542	SLC25A22	3.7424	6083
ENSG00000136636	KCTD3	3.7413	6084
ENSG00000008441	NFIX	3.7405	6085
ENSG00000130164	LDLR	3.7401	6086
ENSG00000198954	KIFBP	3.7385	6087
ENSG00000128335	APOL2	3.7368	6088
ENSG00000265808	SEC22B	3.7347	6089
ENSG00000080608	PUM3	3.7346	6090
ENSG00000052802	MSMO1	3.7342	6091
ENSG00000170522	ELOVL6	3.7342	6092
ENSG00000176396	EID2	3.7342	6093
ENSG00000076067	RBMS2	3.7342	6094
ENSG00000061455	PRDM6	3.7342	6095
ENSG00000107897	ACBD5	3.7342	6096
ENSG00000134897	BIVM	3.7342	6097
ENSG00000173145	NOC3L	3.7342	6098
ENSG00000171135	JAGN1	3.7342	6099
ENSG00000172932	ANKRD13D	3.7342	6100
ENSG00000178502	KLHL11	3.7339	6101
ENSG00000015171	ZMYND11	3.7339	6102
ENSG00000146463	ZMYM4	3.7337	6103
ENSG00000023318	ERP44	3.7337	6104
ENSG00000146267	FAXC	3.7337	6105
ENSG00000198464	ZNF480	3.7337	6106
ENSG00000165813	CCDC186	3.7337	6107
ENSG00000092931	MFSD11	3.7337	6108
ENSG00000081913	PHLPP1	3.7337	6109
ENSG00000156110	ADK	3.7337	6110
ENSG00000120539	MASTL	3.7337	6111
ENSG00000182372	CLN8	3.7337	6112
ENSG00000164086	DUSP7	3.7333	6113
ENSG00000154222	CC2D1B	3.7321	6114
ENSG00000162775	RBM15	3.7307	6115
ENSG00000010219	DYRK4	3.7298	6116
ENSG00000168556	ING2	3.729	6117
ENSG00000130748	TMEM160	3.7283	6118
ENSG00000183354	BRD10	3.728	6119
ENSG00000164093	PITX2	3.728	6120
