chrom	intron_start_0based	intron_end	strand
15	101285801	101286907	-
15	101285801	101286968	-
15	101285801	101287655	-
15	101285801	101293024	-
15	101285801	101295096	-
15	101285823	101286907	-
15	101285832	101286907	-
15	101285871	101286907	-
15	101286293	101286666	-
15	101286293	101286907	-
15	101286397	101286907	-
15	101286516	101286907	-
15	101286672	101295220	-
15	101286749	101286907	-
15	101287001	101287655	-
15	101287010	101287412	-
15	101287010	101287655	-
15	101287010	101291961	-
15	101287010	101293024	-
15	101287010	101295096	-
15	101287090	101287655	-
15	101287496	101287655	-
15	101287702	101289646	-
15	101287702	101289669	-
15	101287702	101289813	-
15	101287702	101290267	-
15	101287702	101290403	-
15	101287702	101291961	-
15	101287702	101293024	-
15	101287702	101294847	-
15	101287702	101295096	-
15	101287757	101291961	-
15	101287757	101293024	-
15	101287772	101291961	-
15	101288480	101289741	-
15	101289765	101291961	-
15	101289922	101291961	-
15	101289922	101293024	-
15	101290347	101291961	-
15	101290487	101291961	-
15	101290823	101294249	-
15	101290988	101291129	-
15	101291834	101291961	-
15	101292032	101293024	-
15	101292040	101293024	-
15	101292040	101295096	-
15	101293142	101295096	-
15	101293172	101293292	-
15	101293172	101293832	-
15	101293172	101294452	-
15	101293172	101294516	-
15	101293172	101294847	-
15	101293172	101295092	-
15	101293172	101295096	-
15	101293172	101295124	-
15	101293172	101307212	-
15	101293393	101293832	-
15	101293393	101294516	-
15	101293393	101294847	-
15	101293393	101295096	-
15	101294040	101295096	-
15	101294207	101295096	-
15	101295729	101297120	+
15	101295729	101303458	+
15	101295943	101297120	+
15	101296186	101297120	+
15	101296761	101299081	+
15	101296944	101300180	+
15	101298898	101300097	+
15	101298902	101300097	+
15	101300869	101301823	-
15	101300869	101305105	-
15	101300869	101305261	-
15	101300869	101307212	-
15	101304545	101305105	-
15	101305355	101307212	-
15	101305355	101313375	-
15	101305680	101307212	-
15	101307325	101308840	-
15	101307325	101313375	-
15	101310347	101313375	-
15	101310687	101313375	-
15	101312826	101313375	-
16	28694586	28694905	-
16	28694905	28695729	-
16	28695101	28695924	+
16	28695774	28725541	+
16	28697786	28697964	-
16	28697833	28697882	-
16	28697964	28698093	-
16	28697964	28698350	-
16	28699225	28738290	-
16	28700844	28701840	+
16	28700844	28702357	+
16	28701964	28702357	+
16	28710711	28711019	-
16	28710829	28711135	-
16	28711496	28711656	+
16	28711518	28711656	+
16	28711518	28711668	+
16	28711518	28713700	+
16	28711548	28711656	+
16	28711561	28711656	+
16	28711567	28711656	+
16	28711787	28712054	+
16	28711787	28712097	+
16	28711787	28712124	+
16	28711787	28712340	+
16	28711787	28712465	+
16	28711787	28712684	+
16	28711787	28713700	+
16	28712204	28713700	+
16	28712421	28713700	+
16	28712544	28712770	+
16	28712628	28713700	+
16	28712816	28713700	+
16	28713323	28713700	+
16	28713740	28714042	+
16	28713766	28713908	+
16	28713766	28713957	+
16	28713766	28714320	+
16	28713766	28714635	+
16	28713948	28734563	+
16	28713978	28723251	-
16	28713978	28724678	-
16	28713978	28735534	-
16	28714017	28714330	+
16	28714017	28714339	+
16	28714017	28724675	+
16	28714042	28723279	+
16	28714044	28723224	+
16	28714044	28734519	+
16	28714098	28714320	+
16	28714098	28714347	+
16	28714098	28714350	+
16	28714098	28714635	+
16	28714371	28731880	+
16	28714446	28714635	+
16	28714446	28714647	+
16	28714446	28732149	+
16	28714446	28735235	+
16	28714528	28714635	+
16	28714690	28714790	+
16	28714690	28714818	+
16	28714690	28714827	+
16	28714690	28714887	+
16	28714690	28715328	+
16	28714690	28723279	+
16	28714850	28726636	+
16	28714854	28715328	+
16	28714854	28724337	+
16	28714867	28735548	-
16	28714909	28715358	+
16	28714928	28715306	+
16	28714940	28715306	+
16	28714966	28715306	+
16	28715161	28715306	+
16	28715434	28716220	+
16	28715434	28718641	+
16	28715434	28718645	+
16	28715434	28719213	+
16	28715434	28720914	+
16	28715434	28723038	+
16	28715434	28723163	+
16	28715434	28723447	+
16	28715434	28735310	+
16	28716430	28717054	-
16	28716995	28718874	-
16	28718852	28720193	-
16	28718852	28729298	-
16	28718899	28719808	+
16	28718899	28720914	+
16	28718926	28723163	+
16	28719103	28719213	+
16	28719103	28720914	+
16	28719103	28723163	+
16	28719293	28720914	+
16	28719293	28723163	+
16	28719673	28720102	+
16	28721032	28723163	+
16	28721032	28723177	+
16	28721136	28722005	-
16	28723251	28735534	-
16	28723323	28723447	+
16	28723323	28723450	+
16	28723323	28723453	+
16	28723323	28724321	+
16	28723323	28731996	+
16	28723329	28723453	+
16	28723329	28735187	+
16	28723329	28735270	+
16	28723338	28723447	+
16	28723551	28723803	+
16	28723551	28724295	+
16	28723551	28724321	+
16	28723551	28724331	+
16	28723551	28724358	+
16	28723551	28724657	+
16	28723551	28726604	+
16	28724046	28724321	+
16	28724463	28724657	+
16	28724463	28724661	+
16	28724463	28724918	+
16	28724501	28724657	+
16	28724765	28732032	-
16	28724765	28735238	-
16	28724783	28724918	+
16	28724783	28724970	+
16	28724783	28735187	+
16	28724814	28724918	+
16	28724814	28724970	+
16	28725000	28735568	-
16	28725012	28725198	+
16	28725012	28726573	+
16	28725012	28726604	+
16	28725012	28726606	+
16	28725012	28727020	+
16	28725012	28731828	+
16	28725280	28726604	+
16	28726669	28735548	-
16	28726696	28732002	+
16	28726711	28727149	-
16	28726711	28731957	-
16	28726723	28731972	-
16	28726723	28732032	-
16	28726753	28734563	+
16	28726778	28735534	-
16	28726795	28727020	+
16	28726795	28727076	+
16	28726795	28731828	+
16	28727158	28732032	-
16	28727245	28731828	+
16	28727245	28731855	+
16	28727245	28731880	+
16	28727245	28732092	+
16	28727245	28734519	+
16	28729173	28730123	+
16	28729192	28730142	-
16	28729343	28730305	+
16	28729818	28730147	+
16	28729849	28730142	-
16	28730123	28731045	+
16	28730148	28731024	-
16	28731880	28731939	+
16	28731880	28734563	+
16	28731882	28731957	-
16	28731906	28731957	-
16	28731972	28732032	-
16	28731972	28735271	-
16	28732020	28732092	+
16	28732044	28735238	-
16	28732097	28735506	-
16	28732185	28734511	-
16	28732185	28734638	-
16	28732192	28734075	+
16	28732192	28734260	+
16	28732192	28734264	+
16	28732192	28734366	+
16	28732192	28734519	+
16	28734171	28734519	+
16	28734423	28734519	+
16	28734589	28734940	-
16	28734679	28734777	+
16	28734679	28734781	+
16	28734679	28734787	+
16	28734679	28734931	+
16	28734843	28734931	+
16	28734843	28735172	+
16	28735019	28735172	+
16	28735019	28735187	+
16	28735019	28735196	+
16	28735046	28735097	+
16	28735335	28735430	+
16	28735335	28735435	+
16	28735506	28735540	-
16	28737671	28737745	-
16	28737671	28737836	-
16	28737671	28738003	-
16	28737671	28738121	-
16	28737711	28737926	-
16	28737711	28737966	-
16	28737711	28738003	-
16	28737711	28738082	-
16	28737711	28738121	-
16	28737786	28737836	-
16	28737786	28737882	-
16	28738003	28738082	-
16	28738003	28738121	-
16	28738062	28738101	-
16	28738238	28738721	-
16	28738255	28738623	-
16	28738547	28740678	-
16	28738721	28739423	-
16	28738721	28740678	-
16	28738746	28740678	-
16	28752193	28752434	+
16	28752272	28752434	+
16	28752272	28752505	+
16	28752282	28752434	+
16	28752282	28752505	+
16	28752592	28754142	+
16	28752592	28755430	+
16	67207504	67207598	-
16	67207773	67207872	-
16	67207773	67210047	-
16	67208090	67208311	-
16	67208090	67210047	-
16	67208090	67223825	-
16	67208455	67208590	-
16	67208455	67210047	-
16	67208455	67223825	-
16	67208469	67210047	-
16	67208520	67210047	-
16	67208794	67210047	-
16	67210322	67210901	-
16	67210322	67223825	-
16	67210348	67223825	-
16	67211073	67223825	-
16	67211100	67223825	-
16	67211208	67223825	-
16	67217958	67223825	-
16	67222447	67223825	-
16	67223927	67225393	-
16	67223927	67226629	-
16	67223927	67226824	-
16	67223927	67226974	-
16	67226787	67226974	-
16	67227202	67227835	+
16	67227224	67227613	+
16	67227224	67227706	+
16	67227224	67227718	+
16	67227224	67227835	+
16	67227224	67228354	+
16	67227931	67228267	+
16	67227931	67228354	+
16	67227931	67228494	+
16	67227931	67228796	+
16	67228414	67228494	+
16	67228414	67228511	+
16	67228414	67228796	+
16	67228414	67228975	+
16	67228631	67228778	+
16	67228631	67228796	+
16	67228631	67228806	+
16	67228631	67228975	+
16	67228657	67228778	+
16	67228657	67228796	+
16	67228657	67228806	+
16	67228657	67228975	+
16	67228836	67228975	+
16	67228881	67228957	+
16	67228881	67228975	+
16	67228881	67228982	+
16	67229011	67229205	+
16	67229025	67229193	+
16	67229633	67247353	-
16	67229718	67229792	-
16	67229930	67230065	-
16	67229954	67230065	-
16	67229990	67230065	-
16	67230224	67230313	-
16	67230228	67230313	-
16	67230466	67230600	-
16	67230506	67230600	-
16	67230791	67231187	-
16	67230791	67231295	-
16	67230791	67231429	-
16	67231255	67231429	-
16	67231344	67231429	-
16	67231349	67231429	-
16	67231549	67231636	-
16	67231549	67232038	-
16	67231816	67232038	-
16	67231819	67232038	-
16	67231838	67232038	-
16	67231870	67232038	-
16	67231900	67232038	-
16	67232194	67233656	-
16	67232194	67234356	-
16	67233862	67234356	-
16	67234267	67234356	-
16	67234472	67236015	-
16	67234472	67236410	-
16	67234472	67236556	-
16	67236069	67236410	-
16	67236434	67236556	-
16	67236733	67236965	-
16	67237114	67237238	-
16	67237382	67237474	-
16	67237569	67237656	-
16	67237768	67238033	-
16	67237780	67238311	+
16	67238128	67238201	-
16	67238128	67238379	-
16	67238270	67238379	-
16	67238307	67238379	-
16	67238343	67238379	-
16	67238447	67238812	-
16	67238447	67238902	-
16	67238447	67239347	-
16	67238447	67247209	-
16	67238456	67243217	+
16	67238471	67238902	-
16	67238967	67239347	-
16	67239454	67239533	-
16	67239454	67241484	-
16	67239454	67245599	-
16	67239454	67245837	-
16	67239454	67246267	-
16	67239454	67246829	-
16	67239454	67247209	-
16	67241584	67247209	-
16	67243452	67243727	+
16	67245741	67245837	-
16	67245741	67246267	-
16	67245741	67247209	-
16	67245980	67246267	-
16	67246969	67247209	-
17	16419408	16420114	+
17	16419819	16420114	+
17	16420248	16422598	+
17	16420248	16422610	+
17	16420248	16422684	+
17	16422889	16423353	+
17	16422889	16423468	+
17	16422889	16423503	+
17	16422889	16423506	+
17	16422889	16423669	+
17	16422889	16423698	+
17	16423468	16423553	+
17	16423767	16424034	+
17	16423767	16426035	+
17	16423767	16426098	+
17	16423767	16426721	+
17	16423767	16427448	+
17	16423767	16427451	+
17	16426269	16426721	+
17	16426269	16427448	+
17	16426324	16426721	+
17	16426877	16427448	+
17	16426877	16427451	+
17	16426885	16427448	+
17	16426885	16427451	+
17	16426890	16427448	+
17	16426890	16427451	+
17	16427547	16427783	+
17	16427547	16427788	+
17	16427547	16427803	+
17	16427547	16428316	+
17	16427547	16428816	+
17	16427547	16428826	+
17	16427547	16431783	+
17	16427547	16433573	+
17	16427547	16436788	+
17	16427882	16428316	+
17	16428387	16428816	+
17	16428387	16428850	+
17	16428387	16431783	+
17	16428387	16431965	+
17	16428387	16433573	+
17	16428387	16433627	+
17	16428387	16436788	+
17	16428391	16428816	+
17	16428429	16428816	+
17	16428463	16428816	+
17	16428463	16431783	+
17	16428982	16429199	+
17	16428982	16429620	+
17	16428982	16429884	+
17	16428982	16431480	+
17	16428982	16431483	+
17	16428982	16431783	+
17	16428982	16431965	+
17	16428982	16433573	+
17	16428982	16434889	+
17	16428982	16436788	+
17	16429709	16431783	+
17	16429709	16431965	+
17	16431534	16431783	+
17	16431846	16431965	+
17	16431846	16433573	+
17	16431846	16434889	+
17	16431850	16431965	+
17	16431850	16433573	+
17	16431850	16433577	+
17	16431850	16434889	+
17	16431850	16434920	+
17	16432300	16432625	+
17	16432300	16433217	+
17	16432300	16433529	+
17	16432300	16433573	+
17	16432300	16433577	+
17	16432300	16433620	+
17	16432300	16434889	+
17	16432300	16436788	+
17	16432659	16433573	+
17	16433317	16433573	+
17	16433413	16433573	+
17	16433698	16434122	+
17	16433698	16434319	+
17	16433698	16434322	+
17	16433698	16434439	+
17	16433698	16434646	+
17	16433698	16434858	+
17	16433698	16434869	+
17	16433698	16434889	+
17	16433698	16436788	+
17	16433698	16436880	+
17	16434689	16434889	+
17	16434689	16436788	+
17	16434721	16434889	+
17	16434939	16436788	+
17	16434969	16436768	+
17	16434969	16436788	+
17	16434981	16436788	+
17	16435004	16436788	+
17	16438788	16439326	+
17	16439029	16439326	+
17	16439029	16440184	+
17	16439060	16439326	+
17	16439060	16439527	+
17	16439060	16439580	+
17	16439060	16439659	+
17	16439060	16440058	+
17	16439060	16440110	+
17	16439060	16440184	+
17	16439060	16441625	+
17	16439245	16439326	+
17	16439391	16439659	+
17	16439391	16440184	+
17	16439393	16440184	+
17	16439414	16439493	+
17	16439414	16439527	+
17	16439414	16439531	+
17	16439414	16439580	+
17	16439414	16439659	+
17	16439414	16440058	+
17	16439414	16440110	+
17	16439414	16440184	+
17	16439414	16440201	+
17	16439414	16441073	+
17	16439692	16440110	+
17	16439692	16440184	+
17	16439692	16441101	+
17	16439703	16440058	+
17	16439703	16440110	+
17	16439703	16440184	+
17	16439703	16440201	+
17	16439703	16441073	+
17	16439703	16441367	+
17	16440213	16441073	+
17	16440213	16441416	+
17	16440234	16441668	+
17	16440241	16441668	+
17	16440253	16441010	+
17	16440253	16441038	+
17	16440253	16441073	+
17	16440253	16441356	+
17	16440253	16441367	+
17	16440253	16441416	+
17	16440253	16448463	+
17	16440253	16460892	+
17	16440253	16462832	+
17	16440253	16470301	+
17	16440657	16440827	-
17	16440715	16441625	+
17	16440790	16441618	+
17	16441100	16441618	+
17	16441130	16441356	+
17	16441130	16441367	+
17	16441130	16441380	+
17	16441130	16441534	+
17	16441130	16441867	+
17	16441130	16460892	+
17	16441130	16462832	+
17	16441130	16467518	+
17	16441130	16470301	+
17	16441415	16441809	+
17	16441415	16441818	+
17	16441534	16441618	+
17	16441534	16441818	+
17	16441612	16441668	+
17	16441618	16441668	+
17	16441618	16441766	+
17	16441619	16441862	-
17	16441629	16441777	+
17	16441632	16441818	+
17	16441643	16441777	+
17	16441644	16441718	-
17	16441644	16441804	-
17	16441655	16441718	-
17	16441655	16441804	-
17	16441668	16441766	+
17	16441668	16441777	+
17	16441668	16441791	+
17	16441668	16441824	+
17	16441670	16441804	-
17	16441680	16441804	-
17	16441680	16441822	-
17	16441687	16441718	-
17	16441693	16441766	+
17	16441712	16441818	+
17	16441766	16441791	+
17	16443086	16444055	+
17	16444131	16446879	-
17	16444131	16447844	-
17	16444131	16462257	-
17	16445210	16445953	+
17	16445260	16446003	+
17	16445397	16447528	-
17	16445442	16446186	+
17	16445442	16455210	+
17	16446003	16454598	+
17	16446163	16447552	-
17	16447031	16447844	-
17	16447960	16462257	-
17	16452284	16453218	+
17	16454114	16455210	+
17	16454321	16454620	+
17	16460315	16460892	+
17	16460315	16462832	+
17	16461112	16462832	+
17	16461245	16462832	+
17	16461803	16462832	+
17	16462386	16491744	-
17	16462411	16462832	+
17	16462941	16463163	+
17	16462941	16463166	+
17	16463247	16463718	+
17	16463247	16466517	+
17	16463247	16467518	+
17	16463247	16470301	+
17	16463317	16463718	+
17	16463317	16466517	+
17	16463317	16467518	+
17	16463317	16470301	+
17	16469237	16470301	+
17	16470158	16491744	-
17	16470378	16470835	+
17	16470378	16471134	+
17	16470378	16471446	+
17	16470378	16471512	+
17	16470378	16472096	+
17	16470378	16480121	+
17	82002309	82003399	+
17	82002910	82003399	+
17	82004365	82009036	+
17	82007195	82009036	+
17	82007993	82009036	+
17	82008091	82009036	+
17	82008313	82009036	+
17	82008313	82009051	+
17	82009184	82009485	+
17	82009191	82009485	+
17	82009567	82009931	+
17	82009567	82009955	+
17	82009567	82010106	+
17	82009567	82010801	+
17	82009567	82011542	+
17	82009567	82012230	+
17	82009625	82010801	+
17	82009680	82009796	+
17	82009738	82009796	+
17	82010052	82010801	+
17	82010157	82010801	+
17	82010571	82010801	+
17	82010571	82011542	+
17	82010868	82011542	+
17	82010868	82012230	+
17	82011252	82011542	+
17	82011605	82012083	+
17	82011605	82012155	+
17	82011605	82012230	+
17	82011605	82016940	+
17	82011736	82012230	+
17	82012209	82016475	+
17	82012283	82014233	+
17	82012283	82014315	+
17	82012283	82015074	+
17	82012283	82016475	+
17	82012283	82016799	+
17	82012283	82016940	+
17	82012415	82016475	+
17	82012611	82016475	+
17	82013050	82016475	+
17	82013176	82016475	+
17	82015356	82016475	+
17	82015592	82016475	+
17	82016308	82016475	+
17	82016527	82016799	+
17	82016527	82016940	+
17	82016748	82016940	+
17	82016869	82016940	+
17	82016869	82016952	+
17	82016869	82017308	+
17	82017088	82017308	+
17	82017113	82017308	+
17	82017113	82017312	+
17	82017133	82017308	+
17	82018756	82018983	-
17	82018756	82019349	-
17	82018768	82019307	-
17	82018791	82018914	-
17	82018898	82019031	-
17	82018910	82018995	-
17	82018910	82019307	-
17	82018914	82018983	-
17	82018914	82019044	-
17	82018914	82019117	-
17	82018914	82019349	-
17	82019040	82019148	-
17	82019099	82019307	-
17	82019099	82019653	-
17	82019108	82019307	-
17	82019113	82019148	-
17	82019117	82019331	-
17	82019117	82019349	-
17	82019119	82019857	-
17	82019148	82019184	-
17	82019148	82019349	-
17	82019151	82019307	-
17	82019154	82019509	-
17	82019154	82019640	-
17	82019154	82019857	-
17	82019168	82019292	-
17	82019173	82019349	-
17	82019195	82019292	-
17	82019204	82019292	-
17	82019204	82019307	-
17	82019219	82019292	-
17	82019219	82019307	-
17	82019345	82019851	-
17	82019372	82019640	-
17	82019372	82019857	-
17	82019375	82019509	-
17	82019375	82019640	-
17	82019375	82019851	-
17	82019375	82019857	-
17	82019378	82019640	-
17	82019378	82019857	-
17	82019381	82019509	-
17	82019381	82019640	-
17	82019381	82019644	-
17	82019381	82019653	-
17	82019381	82019832	-
17	82019381	82019857	-
17	82019381	82022638	-
17	82019381	82022825	-
17	82019412	82019640	-
17	82019544	82019640	-
17	82019694	82019857	-
17	82019694	82022825	-
17	82019895	82022825	-
17	82019906	82022638	-
17	82019906	82022825	-
17	82019909	82021119	-
17	82019909	82021124	-
17	82019909	82022079	-
17	82019909	82022638	-
17	82019909	82022714	-
17	82019909	82022825	-
17	82019909	82023557	-
17	82019909	82023580	-
17	82019909	82023780	-
17	82019909	82024064	-
17	82020601	82022825	-
17	82021171	82022638	-
17	82021171	82022825	-
17	82021265	82022825	-
17	82021272	82022638	-
17	82021272	82022825	-
17	82023863	82024277	+
17	82023863	82024692	+
17	82024339	82024692	+
17	82024339	82024999	+
17	82024763	82024999	+
17	82024763	82025378	+
17	82025178	82025366	+
17	82025178	82025378	+
17	82025178	82025439	+
17	82025178	82025445	+
17	82025507	82026761	+
17	82025507	82026898	+
17	82026815	82026898	+
17	82027011	82027385	+
17	82027011	82027673	+
17	82027444	82027673	+
17	82027444	82028010	+
17	82027751	82028010	+
17	82027858	82028010	+
17	82028146	82028233	+
17	82028311	82028396	+
17	82028311	82028612	+
17	82028508	82028612	+
17	82028683	82029018	+
17	82028683	82029092	+
17	82029185	82029384	+
17	82029185	82029526	+
17	82029185	82029542	+
17	82029185	82029545	+
17	82029185	82030064	+
17	82029185	82030318	+
17	82029635	82030064	+
17	82030238	82030302	+
17	82030238	82030318	+
17	82030466	82030608	+
17	82031767	82034165	+
17	82031796	82032315	+
17	82031796	82032386	+
17	82031796	82032710	+
17	82032458	82032710	+
17	82032498	82032710	+
17	82032828	82032927	+
17	82032828	82032946	+
17	82033009	82033320	+
17	82033009	82033439	+
17	82033009	82033698	+
17	82033599	82033698	+
17	82033603	82033698	+
17	82033813	82033953	+
17	82033921	82034156	+
17	82035245	82036190	-
17	82035567	82036190	-
17	82036057	82036190	-
17	82036061	82036146	-
17	82036061	82036181	-
17	82036061	82036190	-
17	82036063	82036146	-
17	82036063	82036181	-
17	82036063	82036190	-
17	82036103	82036190	-
17	82036233	82036383	-
17	82036246	82036881	-
17	82036257	82036383	-
17	82036257	82036968	-
17	82036280	82036383	-
17	82036280	82036543	-
17	82036308	82036383	-
17	82036308	82036413	-
17	82036308	82036543	-
17	82036308	82036687	-
17	82036308	82036720	-
17	82036308	82036858	-
17	82036322	82036383	-
17	82036322	82036543	-
17	82036350	82036543	-
17	82036437	82036543	-
17	82036437	82036720	-
17	82036437	82036729	-
17	82036437	82037630	-
17	82036448	82036543	-
17	82036448	82036687	-
17	82036448	82036720	-
17	82036448	82037630	-
17	82036467	82036543	-
17	82036471	82036543	-
17	82036477	82036543	-
17	82036621	82036720	-
17	82036632	82036720	-
17	82036643	82036720	-
17	82036643	82036724	-
17	82036643	82036729	-
17	82036643	82036858	-
17	82036673	82036720	-
17	82036729	82036858	-
17	82036763	82036858	-
17	82036763	82037037	-
17	82036763	82037449	-
17	82036763	82037630	-
17	82036784	82036858	-
17	82036881	82037088	-
17	82036893	82036968	-
17	82036893	82036993	-
17	82036893	82037037	-
17	82036893	82037449	-
17	82036893	82037630	-
17	82037000	82037449	-
17	82037000	82037630	-
17	82037013	82037162	-
17	82037013	82037449	-
17	82037013	82037613	-
17	82037013	82037630	-
17	82037088	82037449	-
17	82037088	82037630	-
17	82037541	82037630	-
17	82037547	82037613	-
17	82037547	82037630	-
17	82037547	82037655	-
17	82037561	82037630	-
17	82038268	82039180	+
17	82038381	82039180	+
17	82038413	82039180	+
18	79951025	79951580	-
18	79951025	79951629	-
18	79951042	79951580	-
18	79962049	79962987	-
18	79964786	79965363	+
18	79964786	79965367	+
18	79964786	79966611	+
18	79964786	79966615	+
18	79964786	79967991	+
18	79964786	79970439	+
18	79965434	79966611	+
18	79965434	79970439	+
18	79965642	79966611	+
18	79966678	79968088	+
18	79966678	79970410	+
18	79966723	79967991	+
18	79966723	79970439	+
18	79966738	79968094	+
18	79966766	79967991	+
18	79966766	79970439	+
18	79966917	79968952	+
18	79968183	79968347	+
18	79968183	79969429	+
18	79968183	79970403	+
18	79968183	79970439	+
18	79968183	79970474	+
18	79968183	79970517	+
18	79968183	79970538	+
18	79968453	79970439	+
18	79969496	79970439	+
18	79971858	79973521	-
18	79971858	79973641	-
18	79971863	79973521	-
18	79971863	79973641	-
18	79973488	79977597	-
18	79973856	79975571	-
18	79973856	79976703	-
18	79973856	79976717	-
18	79973856	79977597	-
18	79973856	79985796	-
18	79973856	79986601	-
18	79973856	79988239	-
18	79973856	79988263	-
18	79973912	79977597	-
18	79975664	79977597	-
18	79975839	79977597	-
18	79976787	79977597	-
18	79976787	79988239	-
18	79977661	79988239	-
18	79977685	79988239	-
18	79977701	79979332	-
18	79977701	79979387	-
18	79977701	79985796	-
18	79977701	79986601	-
18	79977701	79988239	-
18	79977701	79988263	-
18	79977701	79988524	-
18	79977701	79995285	-
18	79978575	79979019	-
18	79979632	79986601	-
18	79979632	79988239	-
18	79979640	79985796	-
18	79979640	79986601	-
18	79979640	79988239	-
18	79983964	79984016	-
18	79983964	79984068	-
18	79985715	79985796	-
18	79985715	79986601	-
18	79985866	79986601	-
18	79985866	79988239	-
18	79986750	79988239	-
18	79986750	79988263	-
18	79988272	79988353	-
18	79994357	79994558	-
18	79994357	79994660	-
18	79994455	79994558	-
18	79994455	79994660	-
18	79994558	79994660	-
19	14388818	14390923	+
19	14388818	14396341	+
19	14388818	14397657	+
19	14388890	14390923	+
19	14388960	14390601	+
19	14388999	14391401	+
19	14389519	14390534	+
19	14391079	14391390	+
19	14391079	14396341	+
19	14391079	14397076	+
19	14391079	14397657	+
19	14391079	14397888	+
19	14391079	14398061	+
19	14391079	14401385	+
19	14391079	14404382	+
19	14391496	14396341	+
19	14391496	14397657	+
19	14391866	14392177	+
19	14391866	14392671	+
19	14391866	14392970	+
19	14391882	14392689	+
19	14391960	14392428	+
19	14392039	14392838	+
19	14392039	14393136	+
19	14392080	14392879	+
19	14392127	14392443	+
19	14392177	14392970	+
19	14392299	14392485	+
19	14392356	14392838	+
19	14392359	14393143	+
19	14392361	14393147	+
19	14392427	14392789	+
19	14392689	14392986	+
19	14392838	14393136	+
19	14392838	14395236	+
19	14393136	14399499	+
19	14394270	14396341	+
19	14396463	14397076	+
19	14396463	14397657	+
19	14396473	14397076	+
19	14396473	14397657	+
19	14396584	14397076	+
19	14396584	14397657	+
19	14396736	14397076	+
19	14396736	14397657	+
19	14397152	14397733	+
19	14397169	14397750	+
19	14397223	14397657	+
19	14397223	14397888	+
19	14397398	14397657	+
19	14397804	14397888	+
19	14397804	14398061	+
19	14397804	14402697	+
19	14397804	14407917	+
19	14397935	14398061	+
19	14397935	14401385	+
19	14398139	14401267	+
19	14398139	14401359	+
19	14398139	14401385	+
19	14398139	14401652	+
19	14398139	14402596	+
19	14398139	14402628	+
19	14398139	14404382	+
19	14398139	14405747	+
19	14398139	14405846	+
19	14398139	14407965	+
19	14398311	14400297	+
19	14398388	14399131	+
19	14398388	14400304	+
19	14398438	14399331	+
19	14398572	14399325	+
19	14398626	14399515	+
19	14398942	14399467	+
19	14399988	14400297	+
19	14401511	14406448	+
19	14401518	14408598	+
19	14401530	14408547	+
19	14401530	14408560	+
19	14401563	14401652	+
19	14401563	14401654	+
19	14401563	14401705	+
19	14401563	14402596	+
19	14401563	14404382	+
19	14401563	14408534	+
19	14401760	14402572	+
19	14401760	14402596	+
19	14401760	14402628	+
19	14401760	14404382	+
19	14401760	14405747	+
19	14401899	14402596	+
19	14402736	14406386	-
19	14402736	14408336	-
19	14402760	14404520	-
19	14402789	14405793	-
19	14402789	14408632	-
19	14402807	14406386	-
19	14402854	14408609	-
19	14402862	14403921	+
19	14402862	14404382	+
19	14402862	14405747	+
19	14402862	14407907	+
19	14403087	14403397	+
19	14403137	14407557	+
19	14403272	14404109	-
19	14403397	14403921	+
19	14403724	14404109	-
19	14403748	14404133	-
19	14403802	14404180	-
19	14403855	14404180	-
19	14403964	14404180	-
19	14403971	14407557	+
19	14404020	14404382	+
19	14404109	14405075	-
19	14404210	14404382	+
19	14404253	14405821	-
19	14404392	14408609	-
19	14404409	14405781	-
19	14404420	14405793	-
19	14404420	14405801	-
19	14404420	14405813	-
19	14404420	14406386	-
19	14404423	14405793	-
19	14404475	14407941	+
19	14404504	14405793	-
19	14404538	14408177	-
19	14404562	14405168	+
19	14404562	14405476	+
19	14404562	14405718	+
19	14404562	14405747	+
19	14404562	14405756	+
19	14404562	14405846	+
19	14404562	14406699	+
19	14404562	14407907	+
19	14404566	14408441	+
19	14404570	14408462	-
19	14404581	14404728	-
19	14404910	14407508	+
19	14405080	14405378	+
19	14405604	14405747	+
19	14405801	14406386	-
19	14405801	14407202	-
19	14405825	14407108	-
19	14405867	14408413	-
19	14405867	14408600	-
19	14405873	14406369	-
19	14405873	14407108	-
19	14405873	14408413	-
19	14405885	14406340	-
19	14405885	14406386	-
19	14405885	14406477	-
19	14405885	14408336	-
19	14405891	14406330	+
19	14405905	14406386	-
19	14405909	14406383	-
19	14405909	14406411	-
19	14405909	14408609	-
19	14405912	14406409	+
19	14405931	14406409	+
19	14405939	14406330	+
19	14405939	14406409	+
19	14405939	14406448	+
19	14405939	14406453	+
19	14405939	14406533	+
19	14405939	14406699	+
19	14406348	14406386	-
19	14406448	14408069	+
19	14406557	14406699	+
19	14406766	14406868	+
19	14406766	14406935	+
19	14406766	14407060	+
19	14406766	14407187	+
19	14406766	14407907	+
19	14406766	14408091	+
19	14406766	14408487	+
19	14406960	14407060	+
19	14406960	14407088	+
19	14406960	14407187	+
19	14406960	14407907	+
19	14406960	14408091	+
19	14406960	14408441	+
19	14406960	14408487	+
19	14407177	14407933	-
19	14407181	14407933	-
19	14407181	14408609	-
19	14407214	14408578	-
19	14407229	14407824	+
19	14407229	14407907	+
19	14407229	14408091	+
19	14407229	14408487	+
19	14407289	14407418	+
19	14407289	14407553	+
19	14407289	14407907	+
19	14407380	14407907	+
19	14407577	14407612	+
19	14407613	14407767	-
